"날짜","종가","시가","고가","저가","거래량","변동 %"
"2012- 07- 26","1,782.47","1,778.01","1,787.20","1,766.81","409.56M","0.74%"
"2012- 07- 25","1,769.31","1,760.22","1,785.84","1,758.99","468.02M","-1.37%"
"2012- 07- 24","1,793.93","1,784.47","1,796.02","1,781.60","490.62M","0.25%"
"2012- 07- 23","1,789.44","1,799.24","1,799.24","1,780.01","502.13M","-1.84%"
"2012- 07- 20","1,822.93","1,823.95","1,830.26","1,818.84","412.10M","0.00%"
"2012- 07- 19","1,822.96","1,820.84","1,830.09","1,815.71","488.68M","1.56%"
"2012- 07- 18","1,794.91","1,821.28","1,827.95","1,790.36","454.66M","-1.48%"
"2012- 07- 17","1,821.96","1,808.63","1,835.64","1,802.07","412.61M","0.23%"
"2012- 07- 16","1,817.79","1,820.34","1,821.84","1,807.11","268.35M","0.27%"
"2012- 07- 13","1,812.89","1,790.98","1,820.66","1,773.67","348.54M","1.54%"
"2012- 07- 12","1,785.39","1,827.82","1,830.77","1,785.32","320.83M","-2.24%"
"2012- 07- 11","1,826.39","1,825.53","1,827.60","1,813.79","336.69M","-0.17%"
"2012- 07- 10","1,829.45","1,843.77","1,845.94","1,823.79","368.86M","-0.36%"
"2012- 07- 09","1,836.13","1,840.30","1,844.32","1,833.11","282.04M","-1.19%"
"2012- 07- 06","1,858.20","1,877.74","1,880.36","1,850.10","340.65M","-0.92%"
"2012- 07- 05","1,875.49","1,870.53","1,878.13","1,866.91","324.18M","0.06%"
"2012- 07- 04","1,874.45","1,875.52","1,881.68","1,871.84","336.14M","0.35%"
"2012- 07- 03","1,867.82","1,858.70","1,871.08","1,858.44","348.20M","0.87%"
"2012- 07- 02","1,851.65","1,864.73","1,865.93","1,851.28","273.63M","-0.13%"
"2012- 06- 29","1,854.01","1,808.61","1,854.01","1,801.63","320.63M","1.91%"
"2012- 06- 28","1,819.18","1,826.37","1,827.35","1,806.08","309.66M","0.08%"
"2012- 06- 27","1,817.65","1,815.70","1,821.47","1,795.16","319.48M","-0.01%"
"2012- 06- 26","1,817.81","1,818.51","1,826.66","1,814.46","313.27M","-0.41%"
"2012- 06- 25","1,825.38","1,842.76","1,842.76","1,813.41","291.24M","-1.19%"
"2012- 06- 22","1,847.39","1,861.44","1,863.57","1,843.57","300.71M","-2.21%"
"2012- 06- 21","1,889.15","1,895.51","1,900.44","1,879.65","390.17M","-0.79%"
"2012- 06- 20","1,904.12","1,908.19","1,908.19","1,895.27","367.74M","0.65%"
"2012- 06- 19","1,891.77","1,885.56","1,895.32","1,883.56","380.91M","0.00%"
"2012- 06- 18","1,891.71","1,892.91","1,901.11","1,887.05","376.28M","1.81%"
"2012- 06- 15","1,858.16","1,871.48","1,871.48","1,847.19","452.51M","-0.71%"
"2012- 06- 14","1,871.48","1,856.57","1,871.48","1,855.06","426.64M","0.65%"
"2012- 06- 13","1,859.32","1,867.45","1,867.45","1,849.71","558.26M","0.25%"
"2012- 06- 12","1,854.74","1,840.56","1,857.93","1,840.10","421.37M","-0.66%"
"2012- 06- 11","1,867.04","1,860.90","1,869.33","1,859.74","382.22M","1.71%"
"2012- 06- 08","1,835.64","1,854.00","1,854.59","1,832.83","379.83M","-0.67%"
"2012- 06- 07","1,847.95","1,839.49","1,853.20","1,839.49","403.44M","2.56%"
"2012- 06- 05","1,801.85","1,799.88","1,806.11","1,791.84","338.83M","1.05%"
"2012- 06- 04","1,783.13","1,782.58","1,794.02","1,776.85","395.06M","-2.80%"
"2012- 06- 01","1,834.51","1,832.08","1,842.00","1,821.98","334.42M","-0.49%"
"2012- 05- 31","1,843.47","1,819.99","1,843.49","1,813.01","447.95M","-0.08%"
"2012- 05- 30","1,844.86","1,846.12","1,846.60","1,828.83","417.04M","-0.27%"
"2012- 05- 29","1,849.91","1,821.63","1,851.94","1,817.90","328.00M","1.41%"
"2012- 05- 25","1,824.17","1,818.62","1,831.78","1,815.54","386.49M","0.53%"
"2012- 05- 24","1,814.47","1,807.07","1,816.98","1,800.74","407.90M","0.32%"
"2012- 05- 23","1,808.62","1,815.33","1,815.33","1,796.50","447.56M","-1.10%"
"2012- 05- 22","1,828.69","1,825.82","1,831.06","1,813.53","428.37M","1.64%"
"2012- 05- 21","1,799.13","1,801.48","1,804.48","1,788.33","414.13M","0.94%"
"2012- 05- 18","1,782.46","1,813.79","1,813.79","1,779.47","547.77M","-3.40%"
"2012- 05- 17","1,845.24","1,842.83","1,856.34","1,833.08","444.29M","0.26%"
"2012- 05- 16","1,840.53","1,886.69","1,889.29","1,840.23","426.18M","-3.08%"
"2012- 05- 15","1,898.96","1,897.74","1,904.99","1,881.80","524.60M","-0.77%"
"2012- 05- 14","1,913.73","1,917.26","1,921.65","1,900.43","399.00M","-0.18%"
"2012- 05- 11","1,917.13","1,939.00","1,939.00","1,915.69","535.93M","-1.43%"
"2012- 05- 10","1,944.93","1,944.80","1,951.51","1,937.14","425.06M","-0.27%"
"2012- 05- 09","1,950.29","1,958.31","1,962.04","1,945.31","468.02M","-0.85%"
"2012- 05- 08","1,967.01","1,967.28","1,969.64","1,961.44","492.69M","0.54%"
"2012- 05- 07","1,956.44","1,956.06","1,960.51","1,952.42","533.66M","-1.64%"
"2012- 05- 04","1,989.15","1,987.03","1,992.10","1,981.58","608.82M","-0.30%"
"2012- 05- 03","1,995.11","1,995.78","1,998.90","1,990.45","685.81M","-0.20%"
"2012- 05- 02","1,999.07","1,994.17","2,001.11","1,989.55","653.04M","0.86%"
"2012- 04- 30","1,981.99","1,989.52","1,991.12","1,975.46","837.87M","0.34%"
"2012- 04- 27","1,975.35","1,972.05","1,983.26","1,967.84","484.70M","0.58%"
"2012- 04- 26","1,964.04","1,976.82","1,979.43","1,955.05","607.42M","0.10%"
"2012- 04- 25","1,961.98","1,980.51","1,980.51","1,961.97","681.75M","-0.07%"
"2012- 04- 24","1,963.42","1,956.75","1,972.24","1,954.01","630.80M","-0.47%"
"2012- 04- 23","1,972.63","1,971.39","1,980.94","1,964.12","585.16M","-0.10%"
"2012- 04- 20","1,974.65","1,988.22","1,988.22","1,970.54","518.73M","-1.26%"
"2012- 04- 19","1,999.86","2,000.40","2,008.82","1,994.61","412.12M","-0.23%"
"2012- 04- 18","2,004.53","2,014.23","2,014.95","2,001.59","382.94M","0.97%"
"2012- 04- 17","1,985.30","1,995.33","1,999.50","1,982.44","445.68M","-0.37%"
"2012- 04- 16","1,992.63","1,985.28","1,998.35","1,982.93","452.52M","-0.81%"
"2012- 04- 13","2,008.91","2,001.71","2,011.37","1,996.23","495.29M","1.12%"
"2012- 04- 12","1,986.63","1,985.16","1,986.63","1,969.09","391.51M","-0.39%"
"2012- 04- 10","1,994.41","2,000.77","2,011.27","1,990.13","543.74M","-0.13%"
"2012- 04- 09","1,997.08","2,008.03","2,009.36","1,995.80","466.75M","-1.57%"
"2012- 04- 06","2,029.03","2,026.32","2,033.49","2,022.81","536.31M","0.01%"
"2012- 04- 05","2,028.77","2,006.27","2,030.69","1,997.12","549.31M","0.50%"
"2012- 04- 04","2,018.61","2,046.90","2,048.11","2,015.57","621.54M","-1.50%"
"2012- 04- 03","2,049.28","2,040.81","2,051.80","2,038.52","593.28M","0.99%"
"2012- 04- 02","2,029.29","2,022.42","2,031.79","2,015.72","409.92M","0.76%"
"2012- 03- 30","2,014.04","2,011.50","2,018.09","2,002.61","449.87M","-0.02%"
"2012- 03- 29","2,014.41","2,019.41","2,025.23","2,004.94","470.32M","-0.85%"
"2012- 03- 28","2,031.74","2,034.35","2,038.45","2,028.11","533.80M","-0.39%"
"2012- 03- 27","2,039.76","2,042.47","2,043.75","2,028.39","606.41M","1.02%"
"2012- 03- 26","2,019.19","2,035.17","2,041.05","2,012.86","436.98M","-0.38%"
"2012- 03- 23","2,026.83","2,015.07","2,029.77","2,013.72","506.77M","0.04%"
"2012- 03- 22","2,026.12","2,026.75","2,031.42","2,017.93","541.73M","-0.05%"
"2012- 03- 21","2,027.23","2,031.58","2,039.80","2,022.97","517.07M","-0.73%"
"2012- 03- 20","2,042.15","2,046.38","2,055.34","2,035.26","540.34M","-0.24%"
"2012- 03- 19","2,047.00","2,040.07","2,050.87","2,036.35","555.80M","0.62%"
"2012- 03- 16","2,034.44","2,054.63","2,054.99","2,034.21","464.24M","-0.46%"
"2012- 03- 15","2,043.76","2,044.01","2,050.48","2,038.60","476.10M","-0.06%"
"2012- 03- 14","2,045.08","2,050.50","2,057.28","2,045.08","541.11M","0.99%"
"2012- 03- 13","2,025.04","2,012.91","2,028.98","2,012.91","448.92M","1.13%"
"2012- 03- 12","2,002.50","2,018.73","2,019.14","2,001.50","375.48M","-0.78%"
"2012- 03- 09","2,018.30","2,017.67","2,022.95","2,001.67","416.40M","0.88%"
"2012- 03- 08","2,000.76","1,989.30","2,004.72","1,978.79","456.09M","0.94%"
"2012- 03- 07","1,982.15","1,968.72","1,987.97","1,966.69","511.29M","-0.91%"
"2012- 03- 06","2,000.36","2,019.28","2,023.83","1,988.86","554.73M","-0.78%"
"2012- 03- 05","2,016.06","2,028.97","2,030.57","2,011.50","548.01M","-0.91%"
"2012- 03- 02","2,034.63","2,041.52","2,046.82","2,033.50","483.19M","0.22%"
"2012- 02- 29","2,030.25","2,015.38","2,033.63","2,015.38","562.64M","1.33%"
"2012- 02- 28","2,003.69","1,995.93","2,006.26","1,992.66","607.93M","0.63%"
"2012- 02- 27","1,991.16","2,013.61","2,013.69","1,987.74","636.01M","-1.42%"
"2012- 02- 24","2,019.89","2,010.60","2,019.90","1,998.39","717.91M","0.60%"
"2012- 02- 23","2,007.80","2,016.46","2,016.46","2,001.25","690.12M","-1.03%"
"2012- 02- 22","2,028.65","2,018.07","2,028.93","2,015.30","883.74M","0.22%"
"2012- 02- 21","2,024.24","2,022.05","2,030.46","2,007.46","709.02M","-0.03%"
"2012- 02- 20","2,024.90","2,041.51","2,047.43","2,024.59","733.92M","0.07%"
"2012- 02- 17","2,023.47","2,025.56","2,031.40","2,019.79","731.09M","1.30%"
"2012- 02- 16","1,997.45","2,005.37","2,012.44","1,995.99","696.69M","-1.38%"
"2012- 02- 15","2,025.32","2,012.00","2,026.75","2,009.68","681.47M","1.13%"
"2012- 02- 14","2,002.64","1,999.53","2,008.65","1,995.60","515.88M","-0.15%"
"2012- 02- 13","2,005.74","2,000.66","2,010.66","1,991.28","452.79M","0.60%"
"2012- 02- 10","1,993.71","2,010.04","2,011.52","1,986.96","696.74M","-1.04%"
"2012- 02- 09","2,014.62","1,998.20","2,014.62","1,978.51","557.64M","0.54%"
"2012- 02- 08","2,003.73","1,985.21","2,003.73","1,982.99","587.91M","1.12%"
"2012- 02- 07","1,981.59","1,976.77","1,983.82","1,971.33","539.41M","0.43%"
"2012- 02- 06","1,973.13","1,994.21","1,996.05","1,964.77","523.22M","0.04%"
"2012- 02- 03","1,972.34","1,982.24","1,982.62","1,961.95","535.88M","-0.60%"
"2012- 02- 02","1,984.30","1,982.23","1,993.88","1,977.32","641.05M","1.28%"
"2012- 02- 01","1,959.24","1,948.57","1,969.80","1,947.46","501.06M","0.18%"
"2012- 01- 31","1,955.79","1,943.25","1,960.44","1,936.68","469.19M","0.79%"
"2012- 01- 30","1,940.55","1,956.63","1,961.60","1,936.14","411.70M","-1.24%"
"2012- 01- 27","1,964.83","1,960.70","1,966.20","1,949.46","448.92M","0.39%"
"2012- 01- 26","1,957.18","1,959.19","1,962.71","1,949.51","408.02M","0.25%"
"2012- 01- 25","1,952.23","1,947.74","1,973.35","1,945.14","375.93M","0.12%"
"2012- 01- 20","1,949.89","1,922.13","1,952.09","1,922.13","404.78M","1.82%"
"2012- 01- 19","1,914.97","1,912.43","1,914.98","1,902.02","374.37M","1.19%"
"2012- 01- 18","1,892.39","1,891.17","1,898.70","1,884.33","428.00M","-0.02%"
"2012- 01- 17","1,892.74","1,878.16","1,892.76","1,878.16","431.99M","1.80%"
"2012- 01- 16","1,859.27","1,860.77","1,863.32","1,843.86","391.92M","-0.87%"
"2012- 01- 13","1,875.68","1,865.72","1,881.84","1,861.53","475.03M","0.60%"
"2012- 01- 12","1,864.57","1,853.10","1,864.57","1,837.96","476.34M","1.03%"
"2012- 01- 11","1,845.55","1,857.54","1,857.82","1,843.12","447.96M","-0.41%"
"2012- 01- 10","1,853.22","1,841.13","1,859.55","1,840.47","388.64M","1.46%"
"2012- 01- 09","1,826.49","1,832.04","1,832.04","1,810.48","395.51M","-0.90%"
"2012- 01- 06","1,843.14","1,867.12","1,867.12","1,824.29","472.68M","-1.11%"
"2012- 01- 05","1,863.74","1,869.42","1,875.97","1,860.57","533.77M","-0.13%"
"2012- 01- 04","1,866.22","1,883.48","1,884.69","1,866.22","494.50M","-0.49%"
"2012- 01- 03","1,875.41","1,846.56","1,875.41","1,846.56","443.47M","2.69%"
"2012- 01- 02","1,826.37","1,831.69","1,837.81","1,814.55","323.36M","0.03%"
"2011- 12- 29","1,825.74","1,815.63","1,835.19","1,806.88","344.65M","0.03%"
"2011- 12- 28","1,825.12","1,833.26","1,833.26","1,817.97","378.66M","-0.92%"
"2011- 12- 27","1,842.02","1,856.78","1,864.71","1,813.48","529.92M","-0.79%"
"2011- 12- 26","1,856.70","1,873.07","1,873.79","1,851.99","434.74M","-0.56%"
"2011- 12- 23","1,867.22","1,861.07","1,872.31","1,859.40","466.33M","1.07%"
"2011- 12- 22","1,847.49","1,841.23","1,847.49","1,835.91","406.42M","-0.05%"
"2011- 12- 21","1,848.41","1,837.99","1,850.67","1,831.26","516.91M","3.09%"
"2011- 12- 20","1,793.06","1,791.62","1,797.59","1,780.10","389.77M","0.91%"
"2011- 12- 19","1,776.93","1,829.49","1,829.49","1,750.60","684.31M","-3.43%"
"2011- 12- 16","1,839.96","1,827.83","1,842.94","1,823.68","489.95M","1.15%"
"2011- 12- 15","1,819.11","1,834.82","1,840.94","1,817.61","409.62M","-2.08%"
"2011- 12- 14","1,857.75","1,852.20","1,864.79","1,851.89","401.93M","-0.34%"
"2011- 12- 13","1,864.06","1,877.40","1,880.40","1,863.77","450.08M","-1.88%"
"2011- 12- 12","1,899.76","1,902.75","1,903.19","1,890.18","409.62M","1.33%"
"2011- 12- 09","1,874.75","1,883.86","1,894.59","1,872.67","372.81M","-1.97%"
"2011- 12- 08","1,912.39","1,911.07","1,925.56","1,898.34","426.92M","-0.37%"
"2011- 12- 07","1,919.42","1,914.50","1,921.52","1,904.52","402.80M","0.87%"
"2011- 12- 06","1,902.82","1,914.49","1,920.70","1,892.01","383.43M","-1.04%"
"2011- 12- 05","1,922.90","1,928.46","1,929.18","1,911.61","330.24M","0.36%"
"2011- 12- 02","1,916.04","1,914.41","1,920.64","1,905.69","389.33M","-0.01%"
"2011- 12- 01","1,916.18","1,911.50","1,926.33","1,908.33","500.46M","3.72%"
"2011- 11- 30","1,847.51","1,847.17","1,858.10","1,838.70","334.55M","-0.49%"
"2011- 11- 29","1,856.52","1,828.30","1,856.76","1,823.93","329.52M","2.27%"
"2011- 11- 28","1,815.28","1,804.80","1,816.65","1,795.39","277.68M","2.19%"
"2011- 11- 25","1,776.40","1,780.06","1,790.81","1,766.73","306.41M","-1.04%"
"2011- 11- 24","1,795.06","1,775.82","1,800.01","1,769.43","280.37M","0.67%"
"2011- 11- 23","1,783.10","1,820.86","1,820.86","1,780.24","411.24M","-2.36%"
"2011- 11- 22","1,826.28","1,798.41","1,830.84","1,797.93","271.10M","0.34%"
"2011- 11- 21","1,820.03","1,833.90","1,833.90","1,811.69","299.74M","-1.04%"
"2011- 11- 18","1,839.17","1,839.63","1,850.04","1,832.17","337.05M","-2.00%"
"2011- 11- 17","1,876.67","1,862.87","1,876.88","1,835.73","353.14M","1.11%"
"2011- 11- 16","1,856.07","1,898.14","1,911.33","1,853.13","407.76M","-1.59%"
"2011- 11- 15","1,886.12","1,888.67","1,900.58","1,878.42","361.43M","-0.88%"
"2011- 11- 14","1,902.81","1,889.33","1,907.62","1,889.33","327.27M","2.11%"
"2011- 11- 11","1,863.45","1,840.98","1,863.46","1,823.87","296.91M","2.77%"
"2011- 11- 10","1,813.25","1,860.96","1,862.27","1,813.25","401.93M","-4.94%"
"2011- 11- 09","1,907.53","1,925.86","1,929.65","1,897.47","434.62M","0.23%"
"2011- 11- 08","1,903.14","1,927.89","1,928.07","1,900.09","403.21M","-0.83%"
"2011- 11- 07","1,919.10","1,932.95","1,932.95","1,915.38","349.70M","-0.48%"
"2011- 11- 04","1,928.41","1,911.56","1,929.01","1,906.33","466.60M","3.13%"
"2011- 11- 03","1,869.96","1,895.14","1,895.14","1,863.57","436.42M","-1.48%"
"2011- 11- 02","1,898.01","1,870.51","1,899.35","1,859.83","389.59M","-0.61%"
"2011- 11- 01","1,909.63","1,891.22","1,925.08","1,891.22","353.63M","0.03%"
"2011- 10- 31","1,909.03","1,922.31","1,941.32","1,902.04","393.70M","-1.06%"
"2011- 10- 28","1,929.48","1,961.09","1,963.74","1,920.81","508.76M","0.39%"
"2011- 10- 27","1,922.04","1,906.16","1,923.98","1,891.23","418.28M","1.46%"
"2011- 10- 26","1,894.31","1,871.69","1,896.02","1,864.99","384.79M","0.30%"
"2011- 10- 25","1,888.65","1,900.99","1,905.78","1,883.68","354.77M","-0.51%"
"2011- 10- 24","1,898.32","1,858.26","1,898.32","1,858.23","373.90M","3.26%"
"2011- 10- 21","1,838.38","1,831.89","1,843.51","1,809.42","355.18M","1.84%"
"2011- 10- 20","1,805.09","1,857.46","1,870.50","1,804.11","349.12M","-2.74%"
"2011- 10- 19","1,855.92","1,851.84","1,855.93","1,834.38","340.01M","0.93%"
"2011- 10- 18","1,838.90","1,826.44","1,845.18","1,822.91","323.46M","-1.41%"
"2011- 10- 17","1,865.18","1,855.72","1,865.18","1,845.43","367.74M","1.62%"
"2011- 10- 14","1,835.40","1,816.19","1,839.19","1,803.42","349.01M","0.67%"
"2011- 10- 13","1,823.10","1,831.95","1,837.49","1,823.10","431.55M","0.75%"
"2011- 10- 12","1,809.50","1,789.65","1,810.51","1,778.97","355.35M","0.81%"
"2011- 10- 11","1,795.02","1,810.36","1,811.14","1,792.78","399.98M","1.62%"
"2011- 10- 10","1,766.44","1,763.30","1,783.37","1,761.68","274.64M","0.38%"
"2011- 10- 07","1,759.77","1,751.55","1,765.43","1,747.42","334.73M","2.89%"
"2011- 10- 06","1,710.32","1,714.84","1,733.70","1,707.77","352.62M","2.63%"
"2011- 10- 05","1,666.52","1,718.52","1,718.52","1,659.31","336.30M","-2.33%"
"2011- 10- 04","1,706.19","1,683.94","1,706.45","1,658.06","301.54M","-3.59%"
"2011- 09- 30","1,769.65","1,759.52","1,774.29","1,742.89","354.16M","0.02%"
"2011- 09- 29","1,769.29","1,713.10","1,769.75","1,706.90","373.92M","2.68%"
"2011- 09- 28","1,723.09","1,751.04","1,762.67","1,723.08","344.43M","-0.73%"
"2011- 09- 27","1,735.71","1,704.25","1,735.71","1,695.05","339.82M","5.02%"
"2011- 09- 26","1,652.71","1,720.50","1,721.03","1,644.11","424.26M","-2.64%"
"2011- 09- 23","1,697.44","1,736.38","1,743.49","1,697.39","411.84M","-5.73%"
"2011- 09- 22","1,800.55","1,807.24","1,819.81","1,785.69","295.39M","-2.90%"
"2011- 09- 21","1,854.28","1,842.17","1,869.77","1,831.95","297.58M","0.89%"
"2011- 09- 20","1,837.97","1,819.84","1,840.73","1,793.75","321.24M","0.94%"
"2011- 09- 19","1,820.94","1,818.90","1,839.82","1,813.10","335.58M","-1.04%"
"2011- 09- 16","1,840.10","1,819.45","1,844.52","1,807.62","430.07M","3.72%"
"2011- 09- 15","1,774.08","1,797.18","1,806.63","1,742.91","392.10M","1.42%"
"2011- 09- 14","1,749.16","1,804.09","1,807.47","1,743.78","339.70M","-3.52%"
"2011- 09- 09","1,812.93","1,817.10","1,847.05","1,812.90","331.92M","-1.83%"
"2011- 09- 08","1,846.64","1,858.05","1,858.05","1,826.44","416.66M","0.72%"
"2011- 09- 07","1,833.46","1,811.60","1,833.54","1,798.79","417.89M","3.78%"
"2011- 09- 06","1,766.71","1,752.98","1,790.47","1,744.03","505.30M","-1.07%"
"2011- 09- 05","1,785.83","1,829.30","1,829.75","1,785.82","414.04M","-4.39%"
"2011- 09- 02","1,867.75","1,872.62","1,890.86","1,853.70","442.56M","-0.69%"
"2011- 09- 01","1,880.70","1,887.21","1,928.40","1,877.40","500.40M","0.03%"
"2011- 08- 31","1,880.11","1,846.89","1,880.11","1,837.82","410.35M","1.97%"
"2011- 08- 30","1,843.82","1,853.77","1,863.51","1,835.65","493.17M","0.78%"
"2011- 08- 29","1,829.50","1,807.60","1,836.66","1,787.29","339.10M","2.84%"
"2011- 08- 26","1,778.95","1,754.39","1,782.90","1,754.39","310.99M","0.81%"
"2011- 08- 25","1,764.58","1,791.08","1,803.77","1,762.79","398.18M","0.56%"
"2011- 08- 24","1,754.78","1,788.39","1,799.11","1,744.07","412.56M","-1.23%"
"2011- 08- 23","1,776.68","1,735.23","1,781.92","1,719.97","428.46M","3.86%"
"2011- 08- 22","1,710.70","1,756.59","1,763.64","1,704.54","420.27M","-1.96%"
"2011- 08- 19","1,744.88","1,789.78","1,797.18","1,744.86","503.84M","-6.22%"
"2011- 08- 18","1,860.58","1,891.82","1,894.94","1,833.34","503.35M","-1.70%"
"2011- 08- 17","1,892.67","1,868.85","1,906.61","1,868.60","430.98M","0.68%"
"2011- 08- 16","1,879.87","1,850.53","1,879.87","1,848.82","423.45M","4.83%"
"2011- 08- 12","1,793.31","1,844.13","1,847.12","1,788.97","468.85M","-1.33%"
"2011- 08- 11","1,817.44","1,733.92","1,832.48","1,733.92","438.90M","0.62%"
"2011- 08- 10","1,806.24","1,877.40","1,877.40","1,802.29","486.31M","0.27%"
"2011- 08- 09","1,801.35","1,807.88","1,828.63","1,684.68","684.99M","-3.64%"
"2011- 08- 08","1,869.45","1,916.57","1,939.92","1,800.00","571.11M","-3.82%"
"2011- 08- 05","1,943.75","1,937.17","1,966.73","1,920.67","480.97M","-3.70%"
"2011- 08- 04","2,018.47","2,067.17","2,071.03","2,015.23","356.39M","-2.31%"
"2011- 08- 03","2,066.26","2,079.19","2,080.76","2,056.53","434.48M","-2.59%"
"2011- 08- 02","2,121.27","2,152.85","2,155.44","2,114.75","350.31M","-2.35%"
"2011- 08- 01","2,172.31","2,160.09","2,173.28","2,158.24","262.85M","1.83%"
"2011- 07- 29","2,133.21","2,159.27","2,159.27","2,133.21","328.77M","-1.05%"
"2011- 07- 28","2,155.85","2,138.61","2,160.44","2,138.61","299.52M","-0.85%"
"2011- 07- 27","2,174.31","2,152.66","2,174.73","2,151.84","297.09M","0.26%"
"2011- 07- 26","2,168.70","2,163.08","2,168.70","2,148.22","330.15M","0.85%"
"2011- 07- 25","2,150.48","2,154.00","2,158.35","2,146.99","341.97M","-0.96%"
"2011- 07- 22","2,171.23","2,162.00","2,171.24","2,153.49","412.96M","1.22%"
"2011- 07- 21","2,145.04","2,153.94","2,155.49","2,135.66","362.34M","-0.46%"
"2011- 07- 20","2,154.95","2,158.88","2,164.22","2,149.25","373.91M","1.16%"
"2011- 07- 19","2,130.21","2,127.13","2,140.44","2,123.43","303.46M","-0.01%"
"2011- 07- 18","2,130.48","2,149.97","2,149.97","2,121.73","329.00M","-0.69%"
"2011- 07- 15","2,145.20","2,123.57","2,145.20","2,123.00","272.10M","0.71%"
"2011- 07- 14","2,130.07","2,119.06","2,130.08","2,105.24","307.42M","0.02%"
"2011- 07- 13","2,129.64","2,117.12","2,129.64","2,107.63","306.09M","0.94%"
"2011- 07- 12","2,109.73","2,131.07","2,136.98","2,107.95","286.42M","-2.20%"
"2011- 07- 11","2,157.16","2,167.94","2,171.29","2,151.84","240.69M","-1.06%"
"2011- 07- 08","2,180.35","2,192.83","2,192.83","2,173.96","323.02M","-0.01%"
"2011- 07- 07","2,180.59","2,167.18","2,184.94","2,165.15","355.59M","0.43%"
"2011- 07- 06","2,171.19","2,156.94","2,171.19","2,155.33","275.94M","0.44%"
"2011- 07- 05","2,161.75","2,149.40","2,163.37","2,145.87","284.88M","0.77%"
"2011- 07- 04","2,145.30","2,143.24","2,153.29","2,141.98","290.46M","0.92%"
"2011- 07- 01","2,125.74","2,120.03","2,131.67","2,116.68","273.41M","1.19%"
"2011- 06- 30","2,100.69","2,103.59","2,105.47","2,091.09","257.29M","0.30%"
"2011- 06- 29","2,094.42","2,097.87","2,098.95","2,081.71","256.15M","1.53%"
"2011- 06- 28","2,062.91","2,092.94","2,099.94","2,062.91","328.64M","-0.36%"
"2011- 06- 27","2,070.29","2,076.01","2,076.94","2,058.40","246.53M","-0.98%"
"2011- 06- 24","2,090.81","2,063.92","2,090.82","2,062.26","294.10M","1.70%"
"2011- 06- 23","2,055.86","2,048.06","2,064.96","2,048.06","259.64M","-0.39%"
"2011- 06- 22","2,063.90","2,066.91","2,074.46","2,059.36","263.84M","0.77%"
"2011- 06- 21","2,048.17","2,041.15","2,051.19","2,015.86","278.61M","1.41%"
"2011- 06- 20","2,019.65","2,034.35","2,047.12","2,017.52","229.18M","-0.60%"
"2011- 06- 17","2,031.93","2,057.46","2,058.67","2,008.84","282.48M","-0.72%"
"2011- 06- 16","2,046.63","2,057.16","2,068.17","2,043.81","234.16M","-1.91%"
"2011- 06- 15","2,086.53","2,087.96","2,091.00","2,064.82","229.16M","0.47%"
"2011- 06- 14","2,076.83","2,045.22","2,082.25","2,040.69","209.52M","1.37%"
"2011- 06- 13","2,048.74","2,030.54","2,057.65","2,025.42","218.48M","0.10%"
"2011- 06- 10","2,046.67","2,085.85","2,093.94","2,045.24","265.87M","-1.19%"
"2011- 06- 09","2,071.42","2,076.70","2,088.82","2,067.58","283.66M","-0.57%"
"2011- 06- 08","2,083.35","2,102.97","2,109.11","2,068.78","281.37M","-0.78%"
"2011- 06- 07","2,099.71","2,093.45","2,106.85","2,091.26","246.62M","-0.65%"
"2011- 06- 03","2,113.47","2,123.47","2,131.93","2,108.75","264.11M","-0.03%"
"2011- 06- 02","2,114.20","2,098.37","2,126.80","2,093.97","248.78M","-1.27%"
"2011- 06- 01","2,141.34","2,142.67","2,152.95","2,132.85","294.71M","-0.05%"
"2011- 05- 31","2,142.47","2,104.16","2,146.79","2,102.77","303.26M","2.32%"
"2011- 05- 30","2,093.79","2,115.27","2,116.13","2,085.75","213.19M","-0.31%"
"2011- 05- 27","2,100.24","2,087.36","2,111.36","2,085.24","272.78M","0.40%"
"2011- 05- 26","2,091.91","2,059.93","2,094.35","2,056.49","296.70M","2.75%"
"2011- 05- 25","2,035.87","2,073.53","2,082.12","2,030.68","344.97M","-1.26%"
"2011- 05- 24","2,061.76","2,052.44","2,070.64","2,048.55","268.52M","0.29%"
"2011- 05- 23","2,055.71","2,100.44","2,100.44","2,055.71","292.95M","-2.64%"
"2011- 05- 20","2,111.50","2,101.45","2,112.48","2,084.06","282.78M","0.76%"
"2011- 05- 19","2,095.51","2,141.29","2,143.41","2,092.61","283.36M","-1.89%"
"2011- 05- 18","2,135.78","2,110.70","2,138.72","2,106.41","259.99M","1.59%"
"2011- 05- 17","2,102.41","2,103.82","2,111.44","2,092.32","300.78M","-0.08%"
"2011- 05- 16","2,104.18","2,104.67","2,115.25","2,097.16","273.62M","-0.75%"
"2011- 05- 13","2,120.08","2,133.99","2,134.53","2,103.06","397.07M","-0.12%"
"2011- 05- 12","2,122.65","2,139.24","2,149.42","2,122.60","382.25M","-2.03%"
"2011- 05- 11","2,166.63","2,161.44","2,166.63","2,144.94","378.04M","1.28%"
"2011- 05- 09","2,139.17","2,157.95","2,161.93","2,136.59","253.93M","-0.39%"
"2011- 05- 06","2,147.45","2,153.50","2,156.81","2,133.97","344.19M","-1.52%"
"2011- 05- 04","2,180.64","2,196.90","2,201.69","2,173.21","393.74M","-0.91%"
